"","rate","total","height","log_height"
"556",0.5,225,8.022127561117e-06,11.7333068893321
"557",0.5,230,8.022127561117e-06,11.7333068893321
"558",0.5,235,7.59991032105821e-06,11.7873741106024
"559",0.5,240,7.17769308099942e-06,11.8445325244423
"560",0.5,245,6.96658446097003e-06,11.874385487592
"561",0.5,250,6.54436722091124e-06,11.9369058445733
"562",0.55,0,0.309578124755906,1.17254479623602
"563",0.55,5,0.0257206298299013,3.66046189196926
"564",0.55,10,0.0049346639931871,5.31147069490159
"565",0.55,15,0.00177859012374765,6.33193429383792
"566",0.55,20,0.000736557975282558,7.21352260787171
"567",0.55,25,0.000386962100513881,7.85718380121877
"568",0.55,30,0.000222719594131011,8.40959700314831
"569",0.55,35,0.000147564925400547,8.82124230682467
"570",0.55,40,0.00010829872207508,9.13061720388771
"571",0.55,45,8.52878824918755e-05,9.36947817109733
"572",0.55,50,6.86103015095533e-05,9.58706786672874
"573",0.55,55,5.7210436027966e-05,9.76877422817878
"574",0.55,60,4.85549826067608e-05,9.93281374013528
"575",0.55,65,4.30661584859965e-05,10.0527730552143
"576",0.55,70,3.92662033254674e-05,10.1451463753453
"577",0.55,75,3.52551395449089e-05,10.2528992366417
"578",0.55,80,3.18774016244386e-05,10.3536132122436
"579",0.55,85,2.80774464639095e-05,10.4805439208367
"580",0.55,90,2.53330344035274e-05,10.5834013062764
"581",0.55,95,2.19552964830571e-05,10.7265021499171
"582",0.55,100,1.98442102827631e-05,10.8275982667885
"583",0.55,105,1.75220154624398e-05,10.9520524412619
"584",0.55,110,1.64664723622928e-05,11.0141842223689
"585",0.55,115,1.58331465022046e-05,11.0534049355222
"586",0.55,120,1.4988712022087e-05,11.1082131720172
"587",0.55,125,1.37220603019107e-05,11.1965057791628
"588",0.55,130,1.32998430618519e-05,11.2277583226669
"589",0.55,135,1.24554085817343e-05,11.2933556051528
"590",0.55,140,1.18220827216461e-05,11.3455413583233
"591",0.55,145,1.18220827216461e-05,11.3455413583233
"592",0.55,150,1.13998654815873e-05,11.3819090024942
"593",0.55,155,1.11887568615579e-05,11.4006011355064
"594",0.55,160,1.11887568615579e-05,11.4006011355064
"595",0.55,165,1.05554310014697e-05,11.4588700436303
"596",0.55,170,9.92210514138155e-06,11.5207454473484
